1848-05-01,29.831,1.135,Bansbaria,India,23.31N,88.25E
1848-06-01,29.06,1.672,Bansbaria,India,23.31N,88.25E
1848-07-01,29.11,1.209,Bansbaria,India,23.31N,88.25E
1848-08-01,28.288,1.166,Bansbaria,India,23.31N,88.25E
1848-09-01,27.775,0.96,Bansbaria,India,23.31N,88.25E
1848-10-01,25.367,2.3080000000000003,Bansbaria,India,23.31N,88.25E
1848-11-01,21.855,1.3769999999999998,Bansbaria,India,23.31N,88.25E
1848-12-01,19.114,1.232,Bansbaria,India,23.31N,88.25E
1849-01-01,17.096,2.083,Bansbaria,India,23.31N,88.25E
1849-02-01,20.219,3.158,Bansbaria,India,23.31N,88.25E
1849-03-01,25.901000000000003,2.8169999999999997,Bansbaria,India,23.31N,88.25E
1849-04-01,29.661,2.5610000000000004,Bansbaria,India,23.31N,88.25E
1849-05-01,29.84,0.877,Bansbaria,India,23.31N,88.25E
1849-06-01,29.119,1.369,Bansbaria,India,23.31N,88.25E
1849-07-01,28.932,0.659,Bansbaria,India,23.31N,88.25E
1849-08-01,28.184,1.307,Bansbaria,India,23.31N,88.25E
1849-09-01,28.265,1.683,Bansbaria,India,23.31N,88.25E
1849-10-01,25.877,2.165,Bansbaria,India,23.31N,88.25E
1849-11-01,22.634,1.476,Bansbaria,India,23.31N,88.25E
1849-12-01,17.125999999999998,1.9980000000000002,Bansbaria,India,23.31N,88.25E
1850-01-01,18.034,2.049,Bansbaria,India,23.31N,88.25E
1850-02-01,20.638,2.7510000000000003,Bansbaria,India,23.31N,88.25E
1850-03-01,25.469,3.641,Bansbaria,India,23.31N,88.25E
1850-04-01,29.216,1.307,Bansbaria,India,23.31N,88.25E
1850-05-01,29.406999999999996,0.927,Bansbaria,India,23.31N,88.25E
1850-06-01,29.972,1.2790000000000001,Bansbaria,India,23.31N,88.25E
1850-07-01,29.077,0.772,Bansbaria,India,23.31N,88.25E
1850-08-01,28.683000000000003,1.09,Bansbaria,India,23.31N,88.25E
1850-09-01,28.279,0.664,Bansbaria,India,23.31N,88.25E
1850-10-01,27.975,3.995,Bansbaria,India,23.31N,88.25E
1850-11-01,24.191999999999997,4.8,Bansbaria,India,23.31N,88.25E
1850-12-01,18.565,1.4680000000000002,Bansbaria,India,23.31N,88.25E
1851-01-01,17.913,1.001,Bansbaria,India,23.31N,88.25E
1851-02-01,20.423,2.2969999999999997,Bansbaria,India,23.31N,88.25E
1851-03-01,25.747,1.7930000000000001,Bansbaria,India,23.31N,88.25E
1851-04-01,28.911,1.318,Bansbaria,India,23.31N,88.25E
1851-05-01,30.636999999999997,1.0759999999999998,Bansbaria,India,23.31N,88.25E
1851-06-01,29.578000000000003,1.032,Bansbaria,India,23.31N,88.25E
1851-07-01,29.1,1.113,Bansbaria,India,23.31N,88.25E
1851-08-01,28.986,0.885,Bansbaria,India,23.31N,88.25E
1851-09-01,28.779,1.205,Bansbaria,India,23.31N,88.25E
1851-10-01,26.962,1.354,Bansbaria,India,23.31N,88.25E
1851-11-01,22.675,1.36,Bansbaria,India,23.31N,88.25E
1851-12-01,19.177,1.867,Bansbaria,India,23.31N,88.25E
1852-01-01,18.436,1.8159999999999998,Bansbaria,India,23.31N,88.25E
1852-02-01,22.383000000000003,2.588,Bansbaria,India,23.31N,88.25E
1852-03-01,24.961,1.608,Bansbaria,India,23.31N,88.25E
1852-04-01,28.452,2.146,Bansbaria,India,23.31N,88.25E
1852-05-01,29.71,1.97,Bansbaria,India,23.31N,88.25E
1852-06-01,29.447,0.813,Bansbaria,India,23.31N,88.25E
1852-07-01,28.774,1.161,Bansbaria,India,23.31N,88.25E
1852-08-01,28.62,1.079,Bansbaria,India,23.31N,88.25E
1852-09-01,28.231,0.725,Bansbaria,India,23.31N,88.25E
1852-10-01,25.933000000000003,1.639,Bansbaria,India,23.31N,88.25E
1852-11-01,21.851,1.217,Bansbaria,India,23.31N,88.25E
1852-12-01,18.632,2.5660000000000003,Bansbaria,India,23.31N,88.25E
1853-01-01,16.549000000000003,2.932,Bansbaria,India,23.31N,88.25E
1853-02-01,22.096,3.873,Bansbaria,India,23.31N,88.25E
1853-03-01,26.996,1.906,Bansbaria,India,23.31N,88.25E
1853-04-01,29.666,1.746,Bansbaria,India,23.31N,88.25E
1853-05-01,30.585,0.738,Bansbaria,India,23.31N,88.25E
1853-06-01,30.451,0.91,Bansbaria,India,23.31N,88.25E
1853-07-01,29.741,1.0190000000000001,Bansbaria,India,23.31N,88.25E
1853-08-01,28.95,0.6890000000000001,Bansbaria,India,23.31N,88.25E
1853-09-01,28.366999999999997,0.85,Bansbaria,India,23.31N,88.25E
1853-10-01,26.188000000000002,0.9570000000000001,Bansbaria,India,23.31N,88.25E
1853-11-01,22.340999999999998,1.087,Bansbaria,India,23.31N,88.25E
1853-12-01,19.343,0.741,Bansbaria,India,23.31N,88.25E
1854-01-01,19.409,3.068,Bansbaria,India,23.31N,88.25E
1854-02-01,20.427,1.682,Bansbaria,India,23.31N,88.25E
1854-03-01,26.636999999999997,0.865,Bansbaria,India,23.31N,88.25E
1854-04-01,28.433000000000003,2.702,Bansbaria,India,23.31N,88.25E
1854-05-01,30.662,1.465,Bansbaria,India,23.31N,88.25E
1854-06-01,29.741999999999997,1.538,Bansbaria,India,23.31N,88.25E
1854-07-01,29.397,1.178,Bansbaria,India,23.31N,88.25E
1854-08-01,28.934,1.229,Bansbaria,India,23.31N,88.25E
1854-09-01,28.186,1.058,Bansbaria,India,23.31N,88.25E
1854-10-01,27.147,1.501,Bansbaria,India,23.31N,88.25E
1854-11-01,23.213,1.4569999999999999,Bansbaria,India,23.31N,88.25E
1854-12-01,19.305,1.912,Bansbaria,India,23.31N,88.25E
1855-01-01,18.863000000000003,1.996,Bansbaria,India,23.31N,88.25E
1855-02-01,21.813000000000002,1.672,Bansbaria,India,23.31N,88.25E
1855-03-01,26.305000000000003,1.787,Bansbaria,India,23.31N,88.25E
1855-04-01,30.226,1.9080000000000001,Bansbaria,India,23.31N,88.25E
1855-05-01,31.038,1.564,Bansbaria,India,23.31N,88.25E
1855-06-01,29.706999999999997,1.466,Bansbaria,India,23.31N,88.25E
1855-07-01,29.02,1.19,Bansbaria,India,23.31N,88.25E
1855-08-01,28.89,1.104,Bansbaria,India,23.31N,88.25E
1855-09-01,28.182,1.067,Bansbaria,India,23.31N,88.25E
1855-10-01,26.152,1.439,Bansbaria,India,23.31N,88.25E
1855-11-01,22.61,1.416,Bansbaria,India,23.31N,88.25E
1855-12-01,18.088,1.883,Bansbaria,India,23.31N,88.25E
1856-01-01,18.557,1.6159999999999999,Bansbaria,India,23.31N,88.25E
1856-02-01,21.161,1.848,Bansbaria,India,23.31N,88.25E
1856-03-01,25.998,1.817,Bansbaria,India,23.31N,88.25E
1856-04-01,29.208000000000002,1.629,Bansbaria,India,23.31N,88.25E
1856-05-01,30.033,1.7730000000000001,Bansbaria,India,23.31N,88.25E
1856-06-01,29.748,1.6219999999999999,Bansbaria,India,23.31N,88.25E
1856-07-01,28.509,1.207,Bansbaria,India,23.31N,88.25E
1856-08-01,27.671,1.669,Bansbaria,India,23.31N,88.25E
1856-09-01,27.644000000000002,1.3219999999999998,Bansbaria,India,23.31N,88.25E
1856-10-01,25.801,1.304,Bansbaria,India,23.31N,88.25E
1856-11-01,22.418000000000003,1.395,Bansbaria,India,23.31N,88.25E
1856-12-01,18.724,1.5390000000000001,Bansbaria,India,23.31N,88.25E
1857-01-01,17.632,1.636,Bansbaria,India,23.31N,88.25E
1857-02-01,20.755,1.8119999999999998,Bansbaria,India,23.31N,88.25E
1857-03-01,25.741000000000003,1.6230000000000002,Bansbaria,India,23.31N,88.25E
1857-04-01,28.427,1.661,Bansbaria,India,23.31N,88.25E
1857-05-01,29.58,1.4609999999999999,Bansbaria,India,23.31N,88.25E
1857-06-01,28.601,1.615,Bansbaria,India,23.31N,88.25E
1857-07-01,28.331999999999997,1.291,Bansbaria,India,23.31N,88.25E
1857-08-01,28.214000000000002,1.089,Bansbaria,India,23.31N,88.25E
1857-09-01,27.831999999999997,1.053,Bansbaria,India,23.31N,88.25E
1857-10-01,25.583000000000002,1.65,Bansbaria,India,23.31N,88.25E
1857-11-01,22.381999999999998,1.672,Bansbaria,India,23.31N,88.25E
1857-12-01,18.829,1.5819999999999999,Bansbaria,India,23.31N,88.25E
1858-01-01,18.682,1.974,Bansbaria,India,23.31N,88.25E
1858-02-01,21.35,1.5,Bansbaria,India,23.31N,88.25E
1858-03-01,26.324,1.679,Bansbaria,India,23.31N,88.25E
1858-04-01,30.164,1.8,Bansbaria,India,23.31N,88.25E
1858-05-01,30.304,1.6159999999999999,Bansbaria,India,23.31N,88.25E
1858-06-01,29.436,1.415,Bansbaria,India,23.31N,88.25E
1858-07-01,28.44,1.204,Bansbaria,India,23.31N,88.25E
1858-08-01,28.514,1.141,Bansbaria,India,23.31N,88.25E
1858-09-01,28.169,1.127,Bansbaria,India,23.31N,88.25E
1858-10-01,26.589000000000002,1.37,Bansbaria,India,23.31N,88.25E
1858-11-01,23.135,1.511,Bansbaria,India,23.31N,88.25E
1858-12-01,18.144,1.403,Bansbaria,India,23.31N,88.25E
1859-01-01,18.187,1.524,Bansbaria,India,23.31N,88.25E
1859-02-01,21.511,1.551,Bansbaria,India,23.31N,88.25E
1859-03-01,26.664,1.695,Bansbaria,India,23.31N,88.25E
1859-04-01,30.008000000000003,1.72,Bansbaria,India,23.31N,88.25E
1859-05-01,30.776999999999997,1.466,Bansbaria,India,23.31N,88.25E
1859-06-01,29.674,1.4480000000000002,Bansbaria,India,23.31N,88.25E
1859-07-01,28.627,1.148,Bansbaria,India,23.31N,88.25E
1859-08-01,28.401,1.002,Bansbaria,India,23.31N,88.25E
1859-09-01,27.975,1.0070000000000001,Bansbaria,India,23.31N,88.25E
1859-10-01,26.562,1.315,Bansbaria,India,23.31N,88.25E
1859-11-01,22.923,1.615,Bansbaria,India,23.31N,88.25E
1859-12-01,18.645000000000003,1.5390000000000001,Bansbaria,India,23.31N,88.25E
1860-01-01,18.042,1.5759999999999998,Bansbaria,India,23.31N,88.25E
1860-02-01,21.194000000000003,1.54,Bansbaria,India,23.31N,88.25E
1860-03-01,25.205,1.926,Bansbaria,India,23.31N,88.25E
1860-04-01,29.435,1.6159999999999999,Bansbaria,India,23.31N,88.25E
1860-05-01,30.238000000000003,1.415,Bansbaria,India,23.31N,88.25E
1860-06-01,29.653000000000002,1.365,Bansbaria,India,23.31N,88.25E
1860-07-01,28.83,1.057,Bansbaria,India,23.31N,88.25E
1860-08-01,28.954,1.075,Bansbaria,India,23.31N,88.25E
1860-09-01,28.546999999999997,1.09,Bansbaria,India,23.31N,88.25E
1860-10-01,26.502,1.2670000000000001,Bansbaria,India,23.31N,88.25E
1860-11-01,22.500999999999998,1.35,Bansbaria,India,23.31N,88.25E
1860-12-01,17.660999999999998,1.3030000000000002,Bansbaria,India,23.31N,88.25E
1861-01-01,17.134,1.69,Bansbaria,India,23.31N,88.25E
1861-02-01,20.632,1.5230000000000001,Bansbaria,India,23.31N,88.25E
1861-03-01,26.090999999999998,1.5719999999999998,Bansbaria,India,23.31N,88.25E
1861-04-01,29.096,1.67,Bansbaria,India,23.31N,88.25E
1861-05-01,30.058000000000003,1.464,Bansbaria,India,23.31N,88.25E
1861-06-01,29.464000000000002,1.6909999999999998,Bansbaria,India,23.31N,88.25E
1861-07-01,28.67,1.2690000000000001,Bansbaria,India,23.31N,88.25E
1861-08-01,28.597,1.015,Bansbaria,India,23.31N,88.25E
1861-09-01,28.161,0.987,Bansbaria,India,23.31N,88.25E
1861-10-01,26.21,1.219,Bansbaria,India,23.31N,88.25E
1861-11-01,23.111,1.636,Bansbaria,India,23.31N,88.25E
1861-12-01,18.645000000000003,1.689,Bansbaria,India,23.31N,88.25E
1862-01-01,16.952,1.777,Bansbaria,India,23.31N,88.25E
1862-02-01,20.174,1.764,Bansbaria,India,23.31N,88.25E
1862-03-01,25.78,1.767,Bansbaria,India,23.31N,88.25E
1862-04-01,,,Bansbaria,India,23.31N,88.25E
1862-05-01,,,Bansbaria,India,23.31N,88.25E
1862-06-01,,,Bansbaria,India,23.31N,88.25E
1862-07-01,,,Bansbaria,India,23.31N,88.25E
1862-08-01,,,Bansbaria,India,23.31N,88.25E
1862-09-01,,,Bansbaria,India,23.31N,88.25E
1862-10-01,,,Bansbaria,India,23.31N,88.25E
1862-11-01,,,Bansbaria,India,23.31N,88.25E
1862-12-01,,,Bansbaria,India,23.31N,88.25E
1863-01-01,18.958,1.976,Bansbaria,India,23.31N,88.25E
1863-02-01,21.801,2.2230000000000003,Bansbaria,India,23.31N,88.25E
1863-03-01,26.211,1.706,Bansbaria,India,23.31N,88.25E
1863-04-01,29.67,1.889,Bansbaria,India,23.31N,88.25E
1863-05-01,30.504,1.6440000000000001,Bansbaria,India,23.31N,88.25E
1863-06-01,29.581,1.581,Bansbaria,India,23.31N,88.25E
1863-07-01,28.685,1.207,Bansbaria,India,23.31N,88.25E
1863-08-01,28.288,1.112,Bansbaria,India,23.31N,88.25E
1863-09-01,27.871,1.104,Bansbaria,India,23.31N,88.25E
1863-10-01,26.083000000000002,1.4140000000000001,Bansbaria,India,23.31N,88.25E
1863-11-01,22.415,1.516,Bansbaria,India,23.31N,88.25E
1863-12-01,18.538,1.492,Bansbaria,India,23.31N,88.25E
1864-01-01,17.722,1.661,Bansbaria,India,23.31N,88.25E
1864-02-01,20.731,1.864,Bansbaria,India,23.31N,88.25E
1864-03-01,25.618,1.745,Bansbaria,India,23.31N,88.25E
1864-04-01,29.439,1.7530000000000001,Bansbaria,India,23.31N,88.25E
1864-05-01,30.416999999999998,1.564,Bansbaria,India,23.31N,88.25E
1864-06-01,29.941999999999997,1.538,Bansbaria,India,23.31N,88.25E
1864-07-01,28.873,1.19,Bansbaria,India,23.31N,88.25E
1864-08-01,28.402,1.19,Bansbaria,India,23.31N,88.25E
1864-09-01,28.095,1.3090000000000002,Bansbaria,India,23.31N,88.25E
1864-10-01,26.501,1.338,Bansbaria,India,23.31N,88.25E
1864-11-01,22.433000000000003,1.537,Bansbaria,India,23.31N,88.25E
1864-12-01,18.358,1.642,Bansbaria,India,23.31N,88.25E
1865-01-01,18.605,1.659,Bansbaria,India,23.31N,88.25E
1865-02-01,21.142,1.9409999999999998,Bansbaria,India,23.31N,88.25E
1865-03-01,25.735000000000007,1.591,Bansbaria,India,23.31N,88.25E
1865-04-01,28.94,1.618,Bansbaria,India,23.31N,88.25E
1865-05-01,30.541,1.635,Bansbaria,India,23.31N,88.25E
1865-06-01,30.057,1.337,Bansbaria,India,23.31N,88.25E
1865-07-01,28.926,1.06,Bansbaria,India,23.31N,88.25E
1865-08-01,28.816,0.995,Bansbaria,India,23.31N,88.25E
1865-09-01,28.769000000000002,0.99,Bansbaria,India,23.31N,88.25E
1865-10-01,26.998,1.291,Bansbaria,India,23.31N,88.25E
1865-11-01,23.59,1.435,Bansbaria,India,23.31N,88.25E
1865-12-01,18.945,1.545,Bansbaria,India,23.31N,88.25E
1866-01-01,19.003,1.632,Bansbaria,India,23.31N,88.25E
1866-02-01,21.259,1.643,Bansbaria,India,23.31N,88.25E
1866-03-01,26.084000000000003,1.6269999999999998,Bansbaria,India,23.31N,88.25E
1866-04-01,29.921,1.849,Bansbaria,India,23.31N,88.25E
1866-05-01,30.756999999999998,1.5730000000000002,Bansbaria,India,23.31N,88.25E
1866-06-01,29.761,1.463,Bansbaria,India,23.31N,88.25E
1866-07-01,29.164,1.139,Bansbaria,India,23.31N,88.25E
1866-08-01,28.72,1.093,Bansbaria,India,23.31N,88.25E
1866-09-01,28.676,1.2229999999999999,Bansbaria,India,23.31N,88.25E
1866-10-01,26.476,1.281,Bansbaria,India,23.31N,88.25E
1866-11-01,22.97,1.3519999999999999,Bansbaria,India,23.31N,88.25E
1866-12-01,19.555,1.48,Bansbaria,India,23.31N,88.25E
1867-01-01,18.464,1.632,Bansbaria,India,23.31N,88.25E
1867-02-01,21.322,1.452,Bansbaria,India,23.31N,88.25E
1867-03-01,26.134,1.608,Bansbaria,India,23.31N,88.25E
1867-04-01,29.721,1.632,Bansbaria,India,23.31N,88.25E
1867-05-01,30.386999999999997,1.385,Bansbaria,India,23.31N,88.25E
1867-06-01,29.856,1.341,Bansbaria,India,23.31N,88.25E
1867-07-01,28.947,1.094,Bansbaria,India,23.31N,88.25E
1867-08-01,28.777,1.115,Bansbaria,India,23.31N,88.25E
1867-09-01,28.493000000000002,1.034,Bansbaria,India,23.31N,88.25E
1867-10-01,26.865,1.198,Bansbaria,India,23.31N,88.25E
1867-11-01,23.651999999999997,1.74,Bansbaria,India,23.31N,88.25E
1867-12-01,19.299,1.681,Bansbaria,India,23.31N,88.25E
1868-01-01,17.533,1.883,Bansbaria,India,23.31N,88.25E
1868-02-01,20.38,2.123,Bansbaria,India,23.31N,88.25E
1868-03-01,25.544,1.8980000000000001,Bansbaria,India,23.31N,88.25E
1868-04-01,29.508000000000003,1.796,Bansbaria,India,23.31N,88.25E
1868-05-01,30.498,1.5759999999999998,Bansbaria,India,23.31N,88.25E
1868-06-01,29.763,1.2770000000000001,Bansbaria,India,23.31N,88.25E
1868-07-01,28.804000000000002,0.975,Bansbaria,India,23.31N,88.25E
1868-08-01,28.897,1.05,Bansbaria,India,23.31N,88.25E
1868-09-01,28.5,1.088,Bansbaria,India,23.31N,88.25E
1868-10-01,27.022,1.32,Bansbaria,India,23.31N,88.25E
1868-11-01,22.538,1.5230000000000001,Bansbaria,India,23.31N,88.25E
1868-12-01,18.639000000000006,1.83,Bansbaria,India,23.31N,88.25E
1869-01-01,17.927000000000003,1.9240000000000002,Bansbaria,India,23.31N,88.25E
1869-02-01,21.449,2.344,Bansbaria,India,23.31N,88.25E
1869-03-01,25.574,1.847,Bansbaria,India,23.31N,88.25E
1869-04-01,29.519000000000002,1.841,Bansbaria,India,23.31N,88.25E
1869-05-01,30.511,1.699,Bansbaria,India,23.31N,88.25E
1869-06-01,29.702,1.445,Bansbaria,India,23.31N,88.25E
1869-07-01,28.809,1.218,Bansbaria,India,23.31N,88.25E
1869-08-01,28.577,1.128,Bansbaria,India,23.31N,88.25E
1869-09-01,28.504,1.139,Bansbaria,India,23.31N,88.25E
1869-10-01,26.539,1.44,Bansbaria,India,23.31N,88.25E
1869-11-01,22.521,1.629,Bansbaria,India,23.31N,88.25E
1869-12-01,18.1,1.6019999999999999,Bansbaria,India,23.31N,88.25E
1870-01-01,18.098000000000006,1.206,Bansbaria,India,23.31N,88.25E
1870-02-01,21.226999999999997,1.761,Bansbaria,India,23.31N,88.25E
1870-03-01,25.924000000000003,1.057,Bansbaria,India,23.31N,88.25E
1870-04-01,29.85,1.345,Bansbaria,India,23.31N,88.25E
1870-05-01,31.261,1.1520000000000001,Bansbaria,India,23.31N,88.25E
1870-06-01,29.382,1.422,Bansbaria,India,23.31N,88.25E
1870-07-01,28.635,0.9540000000000001,Bansbaria,India,23.31N,88.25E
1870-08-01,28.131,0.66,Bansbaria,India,23.31N,88.25E
1870-09-01,28.122,0.784,Bansbaria,India,23.31N,88.25E
1870-10-01,26.711,1.248,Bansbaria,India,23.31N,88.25E
1870-11-01,22.872,1.4609999999999999,Bansbaria,India,23.31N,88.25E
1870-12-01,17.84,1.185,Bansbaria,India,23.31N,88.25E
1871-01-01,17.928,1.479,Bansbaria,India,23.31N,88.25E
1871-02-01,21.894000000000002,2.7680000000000002,Bansbaria,India,23.31N,88.25E
1871-03-01,26.025,1.676,Bansbaria,India,23.31N,88.25E
1871-04-01,29.738000000000003,1.161,Bansbaria,India,23.31N,88.25E
1871-05-01,30.564,1.419,Bansbaria,India,23.31N,88.25E
1871-06-01,30.453000000000003,1.952,Bansbaria,India,23.31N,88.25E
1871-07-01,28.465,0.965,Bansbaria,India,23.31N,88.25E
1871-08-01,28.671,0.617,Bansbaria,India,23.31N,88.25E
1871-09-01,28.930999999999997,1.08,Bansbaria,India,23.31N,88.25E
1871-10-01,26.827,0.821,Bansbaria,India,23.31N,88.25E
1871-11-01,22.511999999999997,1.036,Bansbaria,India,23.31N,88.25E
1871-12-01,18.725,0.9470000000000001,Bansbaria,India,23.31N,88.25E
1872-01-01,18.202,1.89,Bansbaria,India,23.31N,88.25E
1872-02-01,20.681,1.413,Bansbaria,India,23.31N,88.25E
1872-03-01,27.168000000000006,1.785,Bansbaria,India,23.31N,88.25E
1872-04-01,29.608,1.565,Bansbaria,India,23.31N,88.25E
1872-05-01,30.375999999999998,1.097,Bansbaria,India,23.31N,88.25E
1872-06-01,30.037,1.3619999999999999,Bansbaria,India,23.31N,88.25E
1872-07-01,28.546999999999997,0.695,Bansbaria,India,23.31N,88.25E
1872-08-01,28.711,1.286,Bansbaria,India,23.31N,88.25E
1872-09-01,28.322,0.642,Bansbaria,India,23.31N,88.25E
1872-10-01,26.842,0.735,Bansbaria,India,23.31N,88.25E
1872-11-01,23.035999999999998,1.159,Bansbaria,India,23.31N,88.25E
1872-12-01,19.009,1.651,Bansbaria,India,23.31N,88.25E
1873-01-01,17.78,1.148,Bansbaria,India,23.31N,88.25E
1873-02-01,21.681,1.2930000000000001,Bansbaria,India,23.31N,88.25E
1873-03-01,25.834000000000003,1.258,Bansbaria,India,23.31N,88.25E
1873-04-01,29.472,1.349,Bansbaria,India,23.31N,88.25E
1873-05-01,31.151,1.766,Bansbaria,India,23.31N,88.25E
1873-06-01,29.904,1.011,Bansbaria,India,23.31N,88.25E
1873-07-01,29.167,1.229,Bansbaria,India,23.31N,88.25E
1873-08-01,28.86,0.741,Bansbaria,India,23.31N,88.25E
1873-09-01,28.666,1.185,Bansbaria,India,23.31N,88.25E
1873-10-01,26.645,1.0759999999999998,Bansbaria,India,23.31N,88.25E
1873-11-01,22.671999999999997,0.841,Bansbaria,India,23.31N,88.25E
1873-12-01,18.972,1.172,Bansbaria,India,23.31N,88.25E
1874-01-01,17.215000000000003,2.342,Bansbaria,India,23.31N,88.25E
1874-02-01,20.976,1.5859999999999999,Bansbaria,India,23.31N,88.25E
1874-03-01,25.175,1.556,Bansbaria,India,23.31N,88.25E
1874-04-01,29.682,1.022,Bansbaria,India,23.31N,88.25E
1874-05-01,30.221999999999998,1.5219999999999998,Bansbaria,India,23.31N,88.25E
1874-06-01,29.997,1.4469999999999998,Bansbaria,India,23.31N,88.25E
1874-07-01,28.878,0.8909999999999999,Bansbaria,India,23.31N,88.25E
1874-08-01,28.76,0.723,Bansbaria,India,23.31N,88.25E
1874-09-01,28.374000000000002,0.733,Bansbaria,India,23.31N,88.25E
1874-10-01,27.447,1.212,Bansbaria,India,23.31N,88.25E
1874-11-01,23.476,1.167,Bansbaria,India,23.31N,88.25E
1874-12-01,18.272,2.009,Bansbaria,India,23.31N,88.25E
1875-01-01,17.590999999999998,0.6679999999999999,Bansbaria,India,23.31N,88.25E
1875-02-01,20.92,0.759,Bansbaria,India,23.31N,88.25E
1875-03-01,27.149,0.545,Bansbaria,India,23.31N,88.25E
1875-04-01,30.083000000000002,0.537,Bansbaria,India,23.31N,88.25E
1875-05-01,29.784000000000002,0.489,Bansbaria,India,23.31N,88.25E
1875-06-01,29.715999999999998,0.8740000000000001,Bansbaria,India,23.31N,88.25E
1875-07-01,29.026999999999997,0.932,Bansbaria,India,23.31N,88.25E
1875-08-01,28.524,0.539,Bansbaria,India,23.31N,88.25E
1875-09-01,28.784000000000002,0.763,Bansbaria,India,23.31N,88.25E
1875-10-01,26.7,0.654,Bansbaria,India,23.31N,88.25E
1875-11-01,22.336,0.7,Bansbaria,India,23.31N,88.25E
1875-12-01,19.424,0.7,Bansbaria,India,23.31N,88.25E
1876-01-01,18.33,0.8270000000000001,Bansbaria,India,23.31N,88.25E
1876-02-01,21.371,0.5660000000000001,Bansbaria,India,23.31N,88.25E
1876-03-01,27.023000000000003,1.345,Bansbaria,India,23.31N,88.25E
1876-04-01,30.149,1.077,Bansbaria,India,23.31N,88.25E
1876-05-01,30.552,0.848,Bansbaria,India,23.31N,88.25E
1876-06-01,30.132,0.451,Bansbaria,India,23.31N,88.25E
1876-07-01,28.631,0.767,Bansbaria,India,23.31N,88.25E
1876-08-01,28.766,0.665,Bansbaria,India,23.31N,88.25E
1876-09-01,28.579,0.713,Bansbaria,India,23.31N,88.25E
1876-10-01,25.731,0.451,Bansbaria,India,23.31N,88.25E
1876-11-01,21.995,0.956,Bansbaria,India,23.31N,88.25E
1876-12-01,18.061,1.166,Bansbaria,India,23.31N,88.25E
1877-01-01,18.477,1.599,Bansbaria,India,23.31N,88.25E
1877-02-01,18.82,1.587,Bansbaria,India,23.31N,88.25E
1877-03-01,25.796999999999997,0.5429999999999999,Bansbaria,India,23.31N,88.25E
1877-04-01,28.022,1.042,Bansbaria,India,23.31N,88.25E
1877-05-01,30.224,1.036,Bansbaria,India,23.31N,88.25E
1877-06-01,30.063000000000002,1.767,Bansbaria,India,23.31N,88.25E
1877-07-01,29.087,0.6679999999999999,Bansbaria,India,23.31N,88.25E
1877-08-01,28.882,0.759,Bansbaria,India,23.31N,88.25E
1877-09-01,28.948,0.39399999999999996,Bansbaria,India,23.31N,88.25E
1877-10-01,26.876,0.716,Bansbaria,India,23.31N,88.25E
1877-11-01,24.011,1.025,Bansbaria,India,23.31N,88.25E
1877-12-01,19.483,1.649,Bansbaria,India,23.31N,88.25E
1878-01-01,17.929000000000006,1.442,Bansbaria,India,23.31N,88.25E
1878-02-01,22.769000000000002,1.0659999999999998,Bansbaria,India,23.31N,88.25E
1878-03-01,26.829,0.8490000000000001,Bansbaria,India,23.31N,88.25E
1878-04-01,29.721,1.002,Bansbaria,India,23.31N,88.25E
1878-05-01,29.122,0.647,Bansbaria,India,23.31N,88.25E
1878-06-01,31.318,1.079,Bansbaria,India,23.31N,88.25E
1878-07-01,29.528000000000002,0.647,Bansbaria,India,23.31N,88.25E
1878-08-01,28.811,0.831,Bansbaria,India,23.31N,88.25E
1878-09-01,28.958000000000002,0.596,Bansbaria,India,23.31N,88.25E
1878-10-01,27.776,0.473,Bansbaria,India,23.31N,88.25E
1878-11-01,24.081999999999997,0.895,Bansbaria,India,23.31N,88.25E
1878-12-01,19.334,1.07,Bansbaria,India,23.31N,88.25E
1879-01-01,18.651000000000003,0.7070000000000001,Bansbaria,India,23.31N,88.25E
1879-02-01,22.092,0.764,Bansbaria,India,23.31N,88.25E
1879-03-01,27.208,0.6759999999999999,Bansbaria,India,23.31N,88.25E
1879-04-01,32.008,1.579,Bansbaria,India,23.31N,88.25E
1879-05-01,31.846999999999998,1.229,Bansbaria,India,23.31N,88.25E
1879-06-01,29.784000000000002,0.61,Bansbaria,India,23.31N,88.25E
1879-07-01,28.619,0.91,Bansbaria,India,23.31N,88.25E
1879-08-01,28.33,0.63,Bansbaria,India,23.31N,88.25E
1879-09-01,28.612,0.5820000000000001,Bansbaria,India,23.31N,88.25E
1879-10-01,27.105,0.8420000000000001,Bansbaria,India,23.31N,88.25E
1879-11-01,22.375999999999998,0.413,Bansbaria,India,23.31N,88.25E
1879-12-01,18.49,0.7290000000000001,Bansbaria,India,23.31N,88.25E
1880-01-01,18.852999999999998,0.705,Bansbaria,India,23.31N,88.25E
1880-02-01,20.865,0.5,Bansbaria,India,23.31N,88.25E
1880-03-01,26.48,0.7759999999999999,Bansbaria,India,23.31N,88.25E
1880-04-01,30.195,0.838,Bansbaria,India,23.31N,88.25E
1880-05-01,29.495,1.193,Bansbaria,India,23.31N,88.25E
1880-06-01,29.26,0.505,Bansbaria,India,23.31N,88.25E
1880-07-01,28.642,0.507,Bansbaria,India,23.31N,88.25E
1880-08-01,28.65,0.556,Bansbaria,India,23.31N,88.25E
1880-09-01,28.225,0.71,Bansbaria,India,23.31N,88.25E
1880-10-01,27.226999999999997,0.509,Bansbaria,India,23.31N,88.25E
