31.35N,120.63E
1862-04-01,13.623,1.2930000000000001,Shanghai,China,31.35N,120.63E
1862-05-01,19.842,1.651,Shanghai,China,31.35N,120.63E
1862-06-01,24.537,1.185,Shanghai,China,31.35N,120.63E
1862-07-01,28.167,1.415,Shanghai,China,31.35N,120.63E
1862-08-01,26.34,2.583,Shanghai,China,31.35N,120.63E
1862-09-01,23.011999999999997,1.3659999999999999,Shanghai,China,31.35N,120.63E
1862-10-01,16.592,1.6909999999999998,Shanghai,China,31.35N,120.63E
1862-11-01,9.245,2.637,Shanghai,China,31.35N,120.63E
1862-12-01,3.6060000000000003,1.945,Shanghai,China,31.35N,120.63E
1863-01-01,3.722,2.2,Shanghai,China,31.35N,120.63E
1863-02-01,6.114000000000001,3.293,Shanghai,China,31.35N,120.63E
1863-03-01,8.824,0.9740000000000001,Shanghai,China,31.35N,120.63E
1863-04-01,12.218,3.8739999999999997,Shanghai,China,31.35N,120.63E
1863-05-01,18.168,2.576,Shanghai,China,31.35N,120.63E
1863-06-01,24.125,1.732,Shanghai,China,31.35N,120.63E
1863-07-01,29.72,3.173,Shanghai,China,31.35N,120.63E
1863-08-01,27.122,1.3719999999999999,Shanghai,China,31.35N,120.63E
1863-09-01,22.476999999999997,1.03,Shanghai,China,31.35N,120.63E
1863-10-01,15.76,2.325,Shanghai,China,31.35N,120.63E
1863-11-01,9.177,4.596,Shanghai,China,31.35N,120.63E
1863-12-01,4.9430000000000005,2.113,Shanghai,China,31.35N,120.63E
1864-01-01,0.8650000000000002,3.5439999999999996,Shanghai,China,31.35N,120.63E
1864-02-01,2.8760000000000003,2.883,Shanghai,China,31.35N,120.63E
1864-03-01,6.359,4.437,Shanghai,China,31.35N,120.63E
1864-04-01,13.762,1.159,Shanghai,China,31.35N,120.63E
1864-05-01,18.6,1.838,Shanghai,China,31.35N,120.63E
1864-06-01,23.647,1.5,Shanghai,China,31.35N,120.63E
1864-07-01,28.326,0.888,Shanghai,China,31.35N,120.63E
1864-08-01,27.021,1.255,Shanghai,China,31.35N,120.63E
1864-09-01,22.627,1.268,Shanghai,China,31.35N,120.63E
1864-10-01,18.242,2.048,Shanghai,China,31.35N,120.63E
1864-11-01,11.308000000000002,1.311,Shanghai,China,31.35N,120.63E
1864-12-01,4.507,1.212,Shanghai,China,31.35N,120.63E
1865-01-01,4.107,1.67,Shanghai,China,31.35N,120.63E
1865-02-01,4.573,3.3,Shanghai,China,31.35N,120.63E
1865-03-01,8.337,1.683,Shanghai,China,31.35N,120.63E
1865-04-01,14.668,2.7739999999999996,Shanghai,China,31.35N,120.63E
1865-05-01,19.699,1.621,Shanghai,China,31.35N,120.63E
1865-06-01,24.587,1.439,Shanghai,China,31.35N,120.63E
1865-07-01,28.002,1.85,Shanghai,China,31.35N,120.63E
1865-08-01,28.031999999999996,1.639,Shanghai,China,31.35N,120.63E
1865-09-01,23.821,1.295,Shanghai,China,31.35N,120.63E
1865-10-01,17.430999999999994,1.3,Shanghai,China,31.35N,120.63E
1865-11-01,10.777,2.101,Shanghai,China,31.35N,120.63E
1865-12-01,4.583,2.322,Shanghai,China,31.35N,120.63E
1866-01-01,3.341,1.848,Shanghai,China,31.35N,120.63E
1866-02-01,4.665,2.9189999999999996,Shanghai,China,31.35N,120.63E
1866-03-01,8.492,1.9369999999999998,Shanghai,China,31.35N,120.63E
1866-04-01,12.445,2.267,Shanghai,China,31.35N,120.63E
1866-05-01,19.768,1.209,Shanghai,China,31.35N,120.63E
1866-06-01,23.276,1.0290000000000001,Shanghai,China,31.35N,120.63E
1866-07-01,28.236,1.403,Shanghai,China,31.35N,120.63E
1866-08-01,29.019,1.9980000000000002,Shanghai,China,31.35N,120.63E
1866-09-01,22.614,0.8859999999999999,Shanghai,China,31.35N,120.63E
1866-10-01,17.364,0.69,Shanghai,China,31.35N,120.63E
1866-11-01,10.786,1.974,Shanghai,China,31.35N,120.63E
1866-12-01,6.456,1.392,Shanghai,China,31.35N,120.63E
1867-01-01,2.71,1.486,Shanghai,China,31.35N,120.63E
1867-02-01,4.6880000000000015,2.01,Shanghai,China,31.35N,120.63E
1867-03-01,10.121,2.481,Shanghai,China,31.35N,120.63E
1867-04-01,14.802,1.3459999999999999,Shanghai,China,31.35N,120.63E
1867-05-01,19.54,0.9129999999999999,Shanghai,China,31.35N,120.63E
1867-06-01,24.734,0.871,Shanghai,China,31.35N,120.63E
1867-07-01,28.335,1.795,Shanghai,China,31.35N,120.63E
1867-08-01,27.435,1.4269999999999998,Shanghai,China,31.35N,120.63E
1867-09-01,22.662,1.719,Shanghai,China,31.35N,120.63E
1867-10-01,18.407,0.66,Shanghai,China,31.35N,120.63E
1867-11-01,10.845999999999998,3.478,Shanghai,China,31.35N,120.63E
1867-12-01,7.087000000000001,1.517,Shanghai,China,31.35N,120.63E
1868-01-01,3.654,2.171,Shanghai,China,31.35N,120.63E
1868-02-01,4.816000000000002,2.705,Shanghai,China,31.35N,120.63E
1868-03-01,8.416,1.24,Shanghai,China,31.35N,120.63E
1868-04-01,14.569,1.381,Shanghai,China,31.35N,120.63E
1868-05-01,19.023,1.383,Shanghai,China,31.35N,120.63E
1868-06-01,23.886,1.069,Shanghai,China,31.35N,120.63E
1868-07-01,28.396,0.96,Shanghai,China,31.35N,120.63E
1868-08-01,27.528000000000002,1.18,Shanghai,China,31.35N,120.63E
1868-09-01,23.417,1.124,Shanghai,China,31.35N,120.63E
1868-10-01,18.371,0.93,Shanghai,China,31.35N,120.63E
1868-11-01,11.875,1.464,Shanghai,China,31.35N,120.63E
1868-12-01,6.337000000000001,2.1830000000000003,Shanghai,China,31.35N,120.63E
1869-01-01,3.796,2.1,Shanghai,China,31.35N,120.63E
1869-02-01,5.7170000000000005,1.796,Shanghai,China,31.35N,120.63E
1869-03-01,8.652000000000001,1.568,Shanghai,China,31.35N,120.63E
1869-04-01,13.584000000000001,1.569,Shanghai,China,31.35N,120.63E
1869-05-01,20.326,1.271,Shanghai,China,31.35N,120.63E
1869-06-01,24.592,1.1,Shanghai,China,31.35N,120.63E
1869-07-01,28.446,1.1840000000000002,Shanghai,China,31.35N,120.63E
1869-08-01,28.195999999999998,1.051,Shanghai,China,31.35N,120.63E
1869-09-01,24.158,1.041,Shanghai,China,31.35N,120.63E
1869-10-01,18.492,1.2930000000000001,Shanghai,China,31.35N,120.63E
1869-11-01,11.216,1.416,Shanghai,China,31.35N,120.63E
1869-12-01,5.869,1.7630000000000001,Shanghai,China,31.35N,120.63E
1870-01-01,2.951,1.5590000000000002,Shanghai,China,31.35N,120.63E
1870-02-01,4.064,1.97,Shanghai,China,31.35N,120.63E
1870-03-01,9.589,2.5860000000000003,Shanghai,China,31.35N,120.63E
1870-04-01,14.728,1.848,Shanghai,China,31.35N,120.63E
1870-05-01,20.099,1.466,Shanghai,China,31.35N,120.63E
1870-06-01,25.073,1.744,Shanghai,China,31.35N,120.63E
1870-07-01,28.366999999999997,1.5019999999999998,Shanghai,China,31.35N,120.63E
1870-08-01,27.744,1.244,Shanghai,China,31.35N,120.63E
1870-09-01,23.906999999999996,1.702,Shanghai,China,31.35N,120.63E
1870-10-01,18.291,2.388,Shanghai,China,31.35N,120.63E
1870-11-01,11.210999999999999,1.68,Shanghai,China,31.35N,120.63E
1870-12-01,5.4049999999999985,1.9,Shanghai,China,31.35N,120.63E
1871-01-01,3.2270000000000003,1.81,Shanghai,China,31.35N,120.63E
1871-02-01,4.505,2.3680000000000003,Shanghai,China,31.35N,120.63E
1871-03-01,9.847999999999999,1.9340000000000002,Shanghai,China,31.35N,120.63E
1871-04-01,14.886,1.347,Shanghai,China,31.35N,120.63E
1871-05-01,20.65,2.559,Shanghai,China,31.35N,120.63E
1871-06-01,25.535,2.51,Shanghai,China,31.35N,120.63E
1871-07-01,29.336,2.489,Shanghai,China,31.35N,120.63E
1871-08-01,28.781999999999996,2.126,Shanghai,China,31.35N,120.63E
1871-09-01,24.941,3.867,Shanghai,China,31.35N,120.63E
1871-10-01,19.181,2.5,Shanghai,China,31.35N,120.63E
1871-11-01,11.391000000000002,1.3780000000000001,Shanghai,China,31.35N,120.63E
1871-12-01,3.465,3.123,Shanghai,China,31.35N,120.63E
1872-01-01,2.6420000000000003,3.628,Shanghai,China,31.35N,120.63E
1872-02-01,2.931,1.036,Shanghai,China,31.35N,120.63E
1872-03-01,9.544,2.029,Shanghai,China,31.35N,120.63E
1872-04-01,15.708,2.102,Shanghai,China,31.35N,120.63E
1872-05-01,20.312,1.044,Shanghai,China,31.35N,120.63E
1872-06-01,23.171,2.16,Shanghai,China,31.35N,120.63E
1872-07-01,29.908,3.7110000000000003,Shanghai,China,31.35N,120.63E
1872-08-01,28.197,2.2680000000000002,Shanghai,China,31.35N,120.63E
1872-09-01,23.451,0.674,Shanghai,China,31.35N,120.63E
1872-10-01,17.886,0.653,Shanghai,China,31.35N,120.63E
1872-11-01,11.720999999999998,1.155,Shanghai,China,31.35N,120.63E
1872-12-01,7.975,2.909,Shanghai,China,31.35N,120.63E
1873-01-01,1.974,2.58,Shanghai,China,31.35N,120.63E
1873-02-01,4.159000000000002,1.189,Shanghai,China,31.35N,120.63E
1873-03-01,7.843999999999999,0.961,Shanghai,China,31.35N,120.63E
1873-04-01,15.897,4.204,Shanghai,China,31.35N,120.63E
1873-05-01,20.073,2.4219999999999997,Shanghai,China,31.35N,120.63E
1873-06-01,23.409000000000002,1.53,Shanghai,China,31.35N,120.63E
1873-07-01,28.695,2.372,Shanghai,China,31.35N,120.63E
1873-08-01,27.234,0.586,Shanghai,China,31.35N,120.63E
1873-09-01,23.47,1.146,Shanghai,China,31.35N,120.63E
1873-10-01,17.011,0.977,Shanghai,China,31.35N,120.63E
1873-11-01,11.967,0.917,Shanghai,China,31.35N,120.63E
1873-12-01,7.113,1.926,Shanghai,China,31.35N,120.63E
1874-01-01,1.1380000000000003,2.983,Shanghai,China,31.35N,120.63E
1874-02-01,4.237,1.426,Shanghai,China,31.35N,120.63E
1874-03-01,7.507999999999999,2.371,Shanghai,China,31.35N,120.63E
1874-04-01,15.042,1.365,Shanghai,China,31.35N,120.63E
1874-05-01,19.629,0.9359999999999999,Shanghai,China,31.35N,120.63E
1874-06-01,25.916,1.5390000000000001,Shanghai,China,31.35N,120.63E
1874-07-01,27.95,1.746,Shanghai,China,31.35N,120.63E
1874-08-01,27.928,0.77,Shanghai,China,31.35N,120.63E
1874-09-01,23.734,0.691,Shanghai,China,31.35N,120.63E
1874-10-01,18.12,0.807,Shanghai,China,31.35N,120.63E
1874-11-01,10.137,2.082,Shanghai,China,31.35N,120.63E
1874-12-01,6.77,1.0070000000000001,Shanghai,China,31.35N,120.63E
1875-01-01,2.119,1.0270000000000001,Shanghai,China,31.35N,120.63E
1875-02-01,4.3069999999999995,0.993,Shanghai,China,31.35N,120.63E
1875-03-01,10.134,1.058,Shanghai,China,31.35N,120.63E
1875-04-01,13.639000000000001,0.9590000000000001,Shanghai,China,31.35N,120.63E
1875-05-01,20.689,1.581,Shanghai,China,31.35N,120.63E
1875-06-01,23.79,1.9680000000000002,Shanghai,China,31.35N,120.63E
1875-07-01,28.62,0.995,Shanghai,China,31.35N,120.63E
1875-08-01,27.627,1.4469999999999998,Shanghai,China,31.35N,120.63E
1875-09-01,22.882,1.025,Shanghai,China,31.35N,120.63E
1875-10-01,17.569000000000003,0.745,Shanghai,China,31.35N,120.63E
1875-11-01,10.96,1.072,Shanghai,China,31.35N,120.63E
1875-12-01,3.2760000000000002,2.826,Shanghai,China,31.35N,120.63E
1876-01-01,1.16,2.022,Shanghai,China,31.35N,120.63E
1876-02-01,5.07,1.4809999999999999,Shanghai,China,31.35N,120.63E
1876-03-01,9.335,2.423,Shanghai,China,31.35N,120.63E
1876-04-01,14.235,0.899,Shanghai,China,31.35N,120.63E
1876-05-01,20.257,1.662,Shanghai,China,31.35N,120.63E
1876-06-01,23.168000000000003,2.399,Shanghai,China,31.35N,120.63E
1876-07-01,27.533,1.6880000000000002,Shanghai,China,31.35N,120.63E
1876-08-01,27.728,0.9209999999999999,Shanghai,China,31.35N,120.63E
1876-09-01,23.454,0.711,Shanghai,China,31.35N,120.63E
1876-10-01,18.288,1.425,Shanghai,China,31.35N,120.63E
1876-11-01,10.562,1.3719999999999999,Shanghai,China,31.35N,120.63E
1876-12-01,6.362,3.6919999999999997,Shanghai,China,31.35N,120.63E
1877-01-01,2.717,1.79,Shanghai,China,31.35N,120.63E
1877-02-01,2.603,1.7,Shanghai,China,31.35N,120.63E
1877-03-01,8.397,1.795,Shanghai,China,31.35N,120.63E
1877-04-01,15.627,2.323,Shanghai,China,31.35N,120.63E
1877-05-01,19.831,1.475,Shanghai,China,31.35N,120.63E
1877-06-01,24.533,1.976,Shanghai,China,31.35N,120.63E
1877-07-01,27.6,2.362,Shanghai,China,31.35N,120.63E
1877-08-01,26.553,3.1660000000000004,Shanghai,China,31.35N,120.63E
1877-09-01,23.451,0.657,Shanghai,China,31.35N,120.63E
1877-10-01,16.346999999999998,2.88,Shanghai,China,31.35N,120.63E
1877-11-01,11.745999999999999,2.244,Shanghai,China,31.35N,120.63E
1877-12-01,5.814,3.1430000000000002,Shanghai,China,31.35N,120.63E
1878-01-01,0.3250000000000002,3.198,Shanghai,China,31.35N,120.63E
1878-02-01,3.1990000000000003,2.13,Shanghai,China,31.35N,120.63E
1878-03-01,9.605,1.7409999999999999,Shanghai,China,31.35N,120.63E
1878-04-01,14.544,1.681,Shanghai,China,31.35N,120.63E
1878-05-01,19.312,1.5090000000000001,Shanghai,China,31.35N,120.63E
1878-06-01,23.949,1.455,Shanghai,China,31.35N,120.63E
1878-07-01,28.347,1.271,Shanghai,China,31.35N,120.63E
1878-08-01,27.426,1.347,Shanghai,China,31.35N,120.63E
1878-09-01,23.934,2.04,Shanghai,China,31.35N,120.63E
1878-10-01,18.409000000000002,1.15,Shanghai,China,31.35N,120.63E
1878-11-01,11.725999999999999,1.026,Shanghai,China,31.35N,120.63E
1878-12-01,4.73,1.328,Shanghai,China,31.35N,120.63E
1879-01-01,2.9290000000000003,0.715,Shanghai,China,31.35N,120.63E
1879-02-01,5.6400000000000015,1.204,Shanghai,China,31.35N,120.63E
1879-03-01,8.126,0.723,Shanghai,China,31.35N,120.63E
1879-04-01,13.697000000000001,1.0490000000000002,Shanghai,China,31.35N,120.63E
1879-05-01,20.185,0.93,Shanghai,China,31.35N,120.63E
1879-06-01,24.406,0.7340000000000001,Shanghai,China,31.35N,120.63E
1879-07-01,29.462,2.7910000000000004,Shanghai,China,31.35N,120.63E
1879-08-01,29.295,2.226,Shanghai,China,31.35N,120.63E
1879-09-01,23.984,0.9,Shanghai,China,31.35N,120.63E
1879-10-01,17.511,0.826,Shanghai,China,31.35N,120.63E
1879-11-01,12.659,1.82,Shanghai,China,31.35N,120.63E
1879-12-01,5.709,1.249,Shanghai,China,31.35N,120.63E
1880-01-01,1.948,1.045,Shanghai,China,31.35N,120.63E
1880-02-01,4.372,1.465,Shanghai,China,31.35N,120.63E
1880-03-01,9.193,0.915,Shanghai,China,31.35N,120.63E
1880-04-01,13.892999999999999,0.603,Shanghai,China,31.35N,120.63E
1880-05-01,20.525,1.469,Shanghai,China,31.35N,120.63E
1880-06-01,23.667,0.6,Shanghai,China,31.35N,120.63E
1880-07-01,26.816999999999997,1.774,Shanghai,China,31.35N,120.63E
1880-08-01,26.47,1.4980000000000002,Shanghai,China,31.35N,120.63E
1880-09-01,24.109,1.182,Shanghai,China,31.35N,120.63E
1880-10-01,18.818,1.72,Shanghai,China,31.35N,120.63E
1880-11-01,10.075,2.438,Shanghai,China,31.35N,120.63E
1880-12-01,3.505,1.454,Shanghai,China,31.35N,120.63E
1881-01-01,2.13,0.9470000000000001,Shanghai,China,31.35N,120.63E
1881-02-01,5.275,1.8780000000000001,Shanghai,China,31.35N,120.63E
1881-03-01,6.434,1.9480000000000002,Shanghai,China,31.35N,120.63E
1881-04-01,14.331,0.616,Shanghai,China,31.35N,120.63E
1881-05-01,18.998,1.61,Shanghai,China,31.35N,120.63E
1881-06-01,24.164,1.054,Shanghai,China,31.35N,120.63E
1881-07-01,27.991999999999997,0.505,Shanghai,China,31.35N,120.63E
1881-08-01,27.919,0.5670000000000001,Shanghai,China,31.35N,120.63E
1881-09-01,23.728,0.541,Shanghai,China,31.35N,120.63E
1881-10-01,18.122,1.028,Shanghai,China,31.35N,120.63E
1881-11-01,12.394,1.012,Shanghai,China,31.35N,120.63E
1881-12-01,6.0619999999999985,1.196,Shanghai,China,31.35N,120.63E
1882-01-01,4.545,1.273,Shanghai,China,31.35N,120.63E
1882-02-01,4.488,1.455,Shanghai,China,31.35N,120.63E
1882-03-01,8.589,1.466,Shanghai,China,31.35N,120.63E
1882-04-01,14.285,0.518,Shanghai,China,31.35N,120.63E
1882-05-01,19.575,1.301,Shanghai,China,31.35N,120.63E
1882-06-01,23.584,0.789,Shanghai,China,31.35N,120.63E
1882-07-01,26.75,1.16,Shanghai,China,31.35N,120.63E
1882-08-01,26.294,1.238,Shanghai,China,31.35N,120.63E
1882-09-01,23.466,0.532,Shanghai,China,31.35N,120.63E
1882-10-01,18.976,0.865,Shanghai,China,31.35N,120.63E
1882-11-01,11.024,1.01,Shanghai,China,31.35N,120.63E
1882-12-01,4.869,1.077,Shanghai,China,31.35N,120.63E
1883-01-01,2.0269999999999997,1.595,Shanghai,China,31.35N,120.63E
1883-02-01,3.618,1.262,Shanghai,China,31.35N,120.63E
1883-03-01,8.607000000000001,1.92,Shanghai,China,31.35N,120.63E
1883-04-01,14.561,0.9470000000000001,Shanghai,China,31.35N,120.63E
1883-05-01,18.75,1.376,Shanghai,China,31.35N,120.63E
1883-06-01,24.914,1.492,Shanghai,China,31.35N,120.63E
1883-07-01,28.084,1.056,Shanghai,China,31.35N,120.63E
1883-08-01,27.299,0.672,Shanghai,China,31.35N,120.63E
1883-09-01,23.404,1.79,Shanghai,China,31.35N,120.63E
1883-10-01,18.272000000000002,0.47700000000000004,Shanghai,China,31.35N,120.63E
1883-11-01,11.032,0.596,Shanghai,China,31.35N,120.63E
1883-12-01,4.361000000000001,1.6669999999999998,Shanghai,China,31.35N,120.63E
1884-01-01,4.034,1.162,Shanghai,China,31.35N,120.63E
1884-02-01,2.9320000000000004,0.861,Shanghai,China,31.35N,120.63E
1884-03-01,8.513,0.9,Shanghai,China,31.35N,120.63E
1884-04-01,13.514000000000001,1.374,Shanghai,China,31.35N,120.63E
1884-05-01,18.867,1.588,Shanghai,China,31.35N,120.63E
1884-06-01,23.494,0.642,Shanghai,China,31.35N,120.63E
1884-07-01,27.267,0.609,Shanghai,China,31.35N,120.63E
1884-08-01,26.522,0.765,Shanghai,China,31.35N,120.63E
1884-09-01,23.831,0.627,Shanghai,China,31.35N,120.63E
1884-10-01,17.433999999999994,0.986,Shanghai,China,31.35N,120.63E
1884-11-01,9.297,2.001,Shanghai,China,31.35N,120.63E
1884-12-01,3.327,1.048,Shanghai,China,31.35N,120.63E
1885-01-01,2.127,0.998,Shanghai,China,31.35N,120.63E
1885-02-01,2.1670000000000003,1.306,Shanghai,China,31.35N,120.63E
1885-03-01,7.862999999999999,0.915,Shanghai,China,31.35N,120.63E
1885-04-01,12.876,2.572,Shanghai,China,31.35N,120.63E
1885-05-01,19.168,0.8370000000000001,Shanghai,China,31.35N,120.63E
1885-06-01,23.218000000000004,1.974,Shanghai,China,31.35N,120.63E
1885-07-01,26.399,1.764,Shanghai,China,31.35N,120.63E
1885-08-01,27.914,1.069,Shanghai,China,31.35N,120.63E
1885-09-01,22.97,0.7609999999999999,Shanghai,China,31.35N,120.63E
1885-10-01,17.974999999999994,0.937,Shanghai,China,31.35N,120.63E
1885-11-01,10.128,1.891,Shanghai,China,31.35N,120.63E
1885-12-01,6.111000000000001,1.121,Shanghai,China,31.35N,120.63E
1886-01-01,1.847,1.022,Shanghai,China,31.35N,120.63E
1886-02-01,1.1910000000000005,1.466,Shanghai,China,31.35N,120.63E
1886-03-01,8.515,0.737,Shanghai,China,31.35N,120.63E
1886-04-01,14.052999999999999,0.889,Shanghai,China,31.35N,120.63E
1886-05-01,19.518,0.892,Shanghai,China,31.35N,120.63E
1886-06-01,23.049,1.46,Shanghai,China,31.35N,120.63E
1886-07-01,27.936,1.146,Shanghai,China,31.35N,120.63E
1886-08-01,27.326999999999998,0.6759999999999999,Shanghai,China,31.35N,120.63E
1886-09-01,22.264,1.6680000000000001,Shanghai,China,31.35N,120.63E
1886-10-01,18.604,0.8909999999999999,Shanghai,China,31.35N,120.63E
1886-11-01,11.651000000000002,0.8170000000000001,Shanghai,China,31.35N,120.63E
1886-12-01,4.747999999999998,1.4,Shanghai,China,31.35N,120.63E
1887-01-01,2.5620000000000003,1.0190000000000001,Shanghai,China,31.35N,120.63E
1887-02-01,3.66,1.445,Shanghai,China,31.35N,120.63E
1887-03-01,8.571,1.2919999999999998,Shanghai,China,31.35N,120.63E
1887-04-01,15.339,2.83,Shanghai,China,31.35N,120.63E
1887-05-01,19.255000000000006,0.9420000000000001,Shanghai,China,31.35N,120.63E
1887-06-01,23.197,1.406,Shanghai,China,31.35N,120.63E
1887-07-01,27.553,0.97,Shanghai,China,31.35N,120.63E
1887-08-01,28.266,1.7930000000000001,Shanghai,China,31.35N,120.63E
1887-09-01,23.924,0.635,Shanghai,China,31.35N,120.63E
1887-10-01,17.994,0.742,Shanghai,China,31.35N,120.63E
1887-11-01,11.635000000000002,1.208,Shanghai,China,31.35N,120.63E
1887-12-01,5.89,0.946,Shanghai,China,31.35N,120.63E
1888-01-01,3.847,1.1909999999999998,Shanghai,China,31.35N,120.63E
1888-02-01,2.3800000000000003,1.5219999999999998,Shanghai,China,31.35N,120.63E
1888-03-01,9.628,0.89,Shanghai,China,31.35N,120.63E
1888-04-01,14.152000000000001,1.0659999999999998,Shanghai,China,31.35N,120.63E
1888-05-01,19.827,0.609,Shanghai,China,31.35N,120.63E
1888-06-01,23.381,1.433,Shanghai,China,31.35N,120.63E
1888-07-01,28.147,0.66,Shanghai,China,31.35N,120.63E
1888-08-01,28.121,0.6709999999999999,Shanghai,China,31.35N,120.63E
1888-09-01,23.296,0.6409999999999999,Shanghai,China,31.35N,120.63E
1888-10-01,17.599,1.49,Shanghai,China,31.35N,120.63E
1888-11-01,12.420000000000002,0.802,Shanghai,China,31.35N,120.63E
1888-12-01,7.649999999999999,1.051,Shanghai,China,31.35N,120.63E
1889-01-01,1.0700000000000005,1.5590000000000002,Shanghai,China,31.35N,120.63E
1889-02-01,3.382000000000001,1.39,Shanghai,China,31.35N,120.63E
1889-03-01,9.185,0.662,Shanghai,China,31.35N,120.63E
1889-04-01,13.802999999999999,0.932,Shanghai,China,31.35N,120.63E
1889-05-01,18.759,1.6880000000000002,Shanghai,China,31.35N,120.63E
1889-06-01,25.288,0.594,Shanghai,China,31.35N,120.63E
1889-07-01,28.276,1.506,Shanghai,China,31.35N,120.63E
1889-08-01,27.31,0.6829999999999999,Shanghai,China,31.35N,120.63E
1889-09-01,22.438000000000002,1.052,Shanghai,China,31.35N,120.63E
1889-10-01,17.586,1.446,Shanghai,China,31.35N,120.63E
1889-11-01,11.138000000000002,0.943,Shanghai,China,31.35N,120.63E
1889-12-01,5.395,2.0469999999999997,Shanghai,China,31.35N,120.63E
1890-01-01,3.71,1.08,Shanghai,China,31.35N,120.63E
1890-02-01,6.815,0.9640000000000001,Shanghai,China,31.35N,120.63E
1890-03-01,8.066,1.244,Shanghai,China,31.35N,120.63E
1890-04-01,15.572000000000001,1.505,Shanghai,China,31.35N,120.63E
1890-05-01,19.79,2.0069999999999997,Shanghai,China,31.35N,120.63E
1890-06-01,24.215999999999998,1.331,Shanghai,China,31.35N,120.63E
1890-07-01,28.257,0.597,Shanghai,China,31.35N,120.63E
1890-08-01,27.236,0.55,Shanghai,China,31.35N,120.63E
1890-09-01,22.663,1.198,Shanghai,China,31.35N,120.63E
1890-10-01,17.118,1.093,Shanghai,China,31.35N,120.63E
1890-11-01,12.958,1.171,Shanghai,China,31.35N,120.63E
1890-12-01,8.25,0.7290000000000001,Shanghai,China,31.35N,120.63E
1891-01-01,2.988,0.941,Shanghai,China,31.35N,120.63E
1891-02-01,4.293,1.198,Shanghai,China,31.35N,120.63E
1891-03-01,8.749,0.63,Shanghai,China,31.35N,120.63E
1891-04-01,13.431,0.456,Shanghai,China,31.35N,120.63E
1891-05-01,20.044,1.285,Shanghai,China,31.35N,120.63E
1891-06-01,23.993000000000002,1.239,Shanghai,China,31.35N,120.63E
1891-07-01,27.17,0.386,Shanghai,China,31.35N,120.63E
1891-08-01,27.275,0.493,Shanghai,China,31.35N,120.63E
1891-09-01,23.505,1.198,Shanghai,China,31.35N,120.63E
1891-10-01,19.423,0.59,Shanghai,China,31.35N,120.63E
1891-11-01,11.869000000000002,0.754,Shanghai,China,31.35N,120.63E
1891-12-01,5.896,1.1540000000000001,Shanghai,China,31.35N,120.63E
1892-01-01,3.35,1.064,Shanghai,China,31.35N,120.63E
1892-02-01,4.7620000000000005,0.8140000000000001,Shanghai,China,31.35N,120.63E
1892-03-01,6.598,1.882,Shanghai,China,31.35N,120.63E
1892-04-01,14.237,1.975,Shanghai,China,31.35N,120.63E
1892-05-01,18.907,1.054,Shanghai,China,31.35N,120.63E
1892-06-01,24.531999999999996,0.773,Shanghai,China,31.35N,120.63E
1892-07-01,28.588,1.433,Shanghai,China,31.35N,120.63E
1892-08-01,28.541,2.133,Shanghai,China,31.35N,120.63E
1892-09-01,22.546999999999997,0.92,Shanghai,China,31.35N,120.63E
1892-10-01,16.845,0.537,Shanghai,China,31.35N,120.63E
1892-11-01,12.129,1.3519999999999999,Shanghai,China,31.35N,120.63E
1892-12-01,4.096,1.472,Shanghai,China,31.35N,120.63E
1893-01-01,0.7340000000000001,2.353,Shanghai,China,31.35N,120.63E
1893-02-01,2.338,0.615,Shanghai,China,31.35N,120.63E
1893-03-01,8.814,1.082,Shanghai,China,31.35N,120.63E
1893-04-01,14.25,0.525,Shanghai,China,31.35N,120.63E
1893-05-01,18.839,1.156,Shanghai,China,31.35N,120.63E
1893-06-01,24.138,1.278,Shanghai,China,31.35N,120.63E
1893-07-01,28.359,0.7909999999999999,Shanghai,China,31.35N,120.63E
1893-08-01,26.961,1.062,Shanghai,China,31.35N,120.63E
1893-09-01,24.413,1.035,Shanghai,China,31.35N,120.63E
1893-10-01,17.195,0.679,Shanghai,China,31.35N,120.63E
1893-11-01,10.15,0.779,Shanghai,China,31.35N,120.63E
1893-12-01,5.374,0.731,Shanghai,China,31.35N,120.63E
1894-01-01,3.791,1.89,Shanghai,China,31.35N,120.63E
1894-02-01,4.897,0.9359999999999999,Shanghai,China,31.35N,120.63E
1894-03-01,8.873,1.2790000000000001,Shanghai,China,31.35N,120.63E
1894-04-01,15.614,0.47,Shanghai,China,31.35N,120.63E
1894-05-01,19.81,0.461,Shanghai,China,31.35N,120.63E
1894-06-01,24.899,0.627,Shanghai,China,31.35N,120.63E
1894-07-01,28.943,1.555,Shanghai,China,31.35N,120.63E
1894-08-01,28.695,0.946,Shanghai,China,31.35N,120.63E
1894-09-01,23.669,1.263,Shanghai,China,31.35N,120.63E
1894-10-01,17.742,1.146,Shanghai,China,31.35N,120.63E
1894-11-01,12.468,0.935,Shanghai,China,31.35N,120.63E
1894-12-01,5.3279999999999985,0.875,Shanghai,China,31.35N,120.63E
1895-01-01,1.393,1.0070000000000001,Shanghai,China,31.35N,120.63E
1895-02-01,4.082000000000002,1.536,Shanghai,China,31.35N,120.63E
1895-03-01,7.746,0.9840000000000001,Shanghai,China,31.35N,120.63E
1895-04-01,14.936,0.53,Shanghai,China,31.35N,120.63E
1895-05-01,19.86,1.421,Shanghai,China,31.35N,120.63E
